id,fecha,pais_de_residencia,provincia_de_espana,ciudad_residencia,situacion_en_espana,profesion,autonomia_economica,familia_edades,coche_propio,carnet_coche,mascota,presupuesto_alquiler,primera_segunda_vivienda,zona_interes,predisposicion_pueblo
U-000172,2021-01-03,España,,Sabadell,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,34,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000173,2021-01-03,España,,abanilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,32,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000174,2021-01-03,Latino América,,San luis,No estoy en ninguna de esas situaciones,Operario,Más de 1 año,36 18 13 7,Si,No,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-000175,2021-01-03,Latino América,,Mar del plata,No estoy en ninguna de esas situaciones,Enfermero,,45,No,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses
U-000176,2021-01-03,Latino América,,San Basilio,No estoy en ninguna de esas situaciones,Ingeniero de Telecomunicación.,,"1,4,31,39",Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses
U-000177,2021-01-04,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,Más de 1 año,41 y 38,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-000179,2021-01-04,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,"25, 2 meses",No,No,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000180,2021-01-04,España,,Tordesillas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Hostelero,Más de 1 año,"39, 39,7,5,1",No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
U-000181,2021-01-04,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,8 años y 35 años,No,No,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-000182,2021-01-04,España,,Alcobendas,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,,62 - 50 - 7,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-000183,2021-01-04,España,,Ugena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,1 año,33 30 5 y 1,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,3 meses
U-000184,2021-01-04,España,,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Electricista,3 meses,49,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-000186,2021-01-04,España,,Getafe,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,,"7, 6, 2",Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-000187,2021-01-04,España,,ELCHE,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,6 meses,39 36,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-000189,2021-01-04,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"42, 37, 16, 13, 9, 7",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-000190,2021-01-05,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Economista,Más de 1 año,29,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
U-000191,2021-01-05,España,,Tarragona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Albañil,,23años 20 años 1 año bebe,No,No,No,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-000192,2021-01-05,España,,Madrid Torrejón,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,35 y 33,Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,3 meses
U-000193,2021-01-05,Latino América,,RIO CUARTO,No estoy en ninguna de esas situaciones,Dependiente,,"42, 7,3,3",Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000194,2021-01-05,Latino América,,Panamá,No estoy en ninguna de esas situaciones,Administrativo,6 meses,45-55,No,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-000195,2021-01-05,España,,Telde,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pintor,3 meses,20,No,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000196,2021-01-06,España,,"Yecla, Murcia",Tengo nacionalidad española / de un país de la UE / permiso de residencia,Freelance digital,3 meses,"24, 22 y 17",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000197,2021-01-06,Latino América,,Buenos aires,No estoy en ninguna de esas situaciones,Carpintero Aluminio,,"36,26, 3",No,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,Aún me lo estoy pensando
U-000198,2021-01-06,Latino América,,rosario,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"43, 37",No,Si,No,Hasta 450€,Primera residencia,Pueblos de Zaragoza,3 meses
U-000200,2021-01-07,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,"23, 4, 27",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000201,2021-01-07,España,,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,"41,34 y 2.",Si,Si,No,Hasta 600€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000202,2021-01-07,España,,pedrezuela,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Conductor,,"54,53,18",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-000203,2021-01-07,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,6 meses,29 y 33,Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-000204,2021-01-08,España,,Móstoles,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,31años y 9 meses,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-000205,2021-01-09,Latino América,,Irapuato,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,6 meses,"61,57,29,21,20,15,5meses",No,No,Si,Hasta 450€,Primera residencia,Pueblos de Zaragoza,6 meses
U-000206,2021-01-09,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Bombero forestal,3 meses,29/28,Si,Si,Si,Hasta 450€,Primera residencia,Pueblos de Soria,6 meses
U-000207,2021-01-09,España,,Terrassa,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Peluquería,1 año,"35,36,12,7,5",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000208,2021-01-09,España,,Priego De Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,3 meses,22 y 24,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000209,2021-01-09,España,,Alcalá de Guadaira,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Periodista,3 meses,45,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000211,2021-01-09,España,,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,1 año,36 y 37,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000213,2021-01-10,Latino América,,Pergamino,No estoy en ninguna de esas situaciones,Camarero,,36,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000215,2021-01-11,España,,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Esteticista,1 año,"28,23",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000216,2021-01-11,España,,ZARAGOZA,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,6 meses,34 37,Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000217,2021-01-11,España,,santa cruz de tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Pensionista,Más de 1 año,45 33 5,No,No,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000219,2021-01-12,Latino América,,Cali,No estoy en ninguna de esas situaciones,Asesor,3 meses,"40, 9",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000220,2021-01-12,España,,Zaragoza,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,3 meses,31,No,No,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,1 mes
U-000221,2021-01-12,España,,Almarza de Cameros (La Rioja),Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,,"50, 49, 2 y medio",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Soria,6 meses
U-000222,2021-01-12,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,1 año,"45, 39, 5, 2",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,3 meses
U-000223,2021-01-12,España,,Madrid,No estoy en ninguna de esas situaciones,Dependiente,,36,No,No,No,Hasta 450€,Segunda residencia,Sierra norte de Madrid,6 meses
U-000224,2021-01-12,Latino América,,Lucas González,No estoy en ninguna de esas situaciones,Administrativo,6 meses,20,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000225,2021-01-12,España,,Girona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Cocinero,3 meses,40 Años,No,Si,No,Hasta 450€,Primera residencia,Pueblos de Burgos,3 meses
U-000226,2021-01-12,España,,Sant Cugat del  Vallès,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,37-35,Si,Si,Si,Hasta 450€,Primera residencia,Indiferente,6 meses
U-000228,2021-01-12,España,,Córdoba,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Estudiante,6 meses,"40, 40, 8 y 6 años",Si,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000229,2021-01-13,España,,Torelló,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Dependiente,Más de 1 año,"Adultos 28 y 31, menores 5, 2, 7meses",Si,Si,Si,Hasta 600€,Primera residencia,Pueblos de Zaragoza,1 mes
U-000230,2021-01-13,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,Más de 1 año,"15,12,15 meses, y yo 37años.",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,1 mes
U-000231,2021-01-13,España,,Getafe MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,6 meses,"43, 12, 10",No,No,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000232,2021-01-13,España,,canarias tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Auxiliar,3 meses,23,Si,No,Si,Hasta 300€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000233,2021-01-13,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,6 meses,"10años y 24 años,45 años ella.",Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-000234,2021-01-13,España,,Almeria,No estoy en ninguna de esas situaciones,Mozo almacén,1 año,"33,24,6,4,2 y 2 meses",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000235,2021-01-13,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Autónomo,Más de 1 año,"56, 26,22",Si,Si,Si,Hasta 300€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-000236,2021-01-13,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Mecánico,Más de 1 año,"37,4",Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-000237,2021-01-13,España,,San Sebastián de los Reyes,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,53,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-000238,2021-01-14,España,,Palencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Militar,Más de 1 año,46,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000240,2021-01-14,España,,Barcelona,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"57, 43, 32, 11, 9, 1",No,No,No,Hasta 300€,Primera residencia,Indiferente,3 meses
U-000241,2021-01-14,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"Yo , 41 años y mi hijo va a cumplir 4 años en marzo",Si,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,6 meses
U-000242,2021-01-14,España,,MADRID,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Trabajador social,1 año,54 Y 49,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,6 meses
U-000243,2021-01-14,España,,Alcorcon,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,,4 años y yo 36,Si,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-000244,2021-01-14,Latino América,,Seseña,No estoy en ninguna de esas situaciones,Marketing y publicidad,,21,No,Si,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-000245,2021-01-14,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,25,Si,Si,Si,Hasta 600€,Primera residencia,Sierra norte de Madrid,1 mes
U-000246,2021-01-14,Latino América,,Formosa,No estoy en ninguna de esas situaciones,Profesor de Universidad,1 año,54,No,Si,No,Hasta 600€,Primera residencia,Sierra norte de Madrid,6 meses
U-000247,2021-01-15,España,,Valencia,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Profesor,Más de 1 año,33,No,No,Si,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000249,2021-01-15,España,,panama,No estoy en ninguna de esas situaciones,Cocinero,,56- 33 - 30- 19- 17- 7,No,No,No,Hasta 600€,Primera residencia,Indiferente,6 meses
U-000250,2021-01-16,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Maestro,6 meses,34,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Zaragoza,6 meses
U-000252,2021-01-16,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Veterinario,,45-50-55-57-60,Si,Si,Si,Más de 600€,Segunda residencia,Indiferente,6 meses
U-000253,2021-01-16,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Atención al cliente,,38-32,No,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000254,2021-01-16,España,,Girona,No estoy en ninguna de esas situaciones,Dependiente,,"25, 26 y 9 meses",No,No,No,Hasta 300€,Primera residencia,Sierra norte de Madrid,1 mes
U-000255,2021-01-16,Otro,,Londres,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,Más de 1 año,"43, 40, 9, 5",No,Si,No,Hasta 450€,Primera residencia,Indiferente,Aún me lo estoy pensando
U-000257,2021-01-17,España,,Sevilla,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,28 24,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000259,2021-01-17,España,,Santa Cruz de Tenerife,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,Más de 1 año,"14, 11",Si,Si,No,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-000260,2021-01-17,España,,Lucena,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Otro,3 meses,"2años y Medio, mi mujer 34 y yo 36",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000261,2021-01-17,España,,Logroño,No estoy en ninguna de esas situaciones,Trabajo de campo,3 meses,49 32 10 6 3,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,Aún me lo estoy pensando
U-000262,2021-01-17,España,,Arganda del rey,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Operario,Más de 1 año,37 37 3,Si,Si,No,Hasta 450€,Primera residencia,Sierra norte de Madrid,Aún me lo estoy pensando
U-000263,2021-01-17,España,,San Fernando de Henares,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Guía turístico,6 meses,40-39,Si,Si,Si,Hasta 450€,Primera residencia,Sierra norte de Madrid,3 meses
U-000264,2021-01-18,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,3 meses,27,Si,Si,Si,Hasta 300€,Primera residencia,Pueblos de Burgos,6 meses
U-000266,2021-01-18,España,,Madrid,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Psicólogo,6 meses,0,Si,Si,Si,Más de 600€,Primera residencia,Sierra norte de Madrid,3 meses
U-000267,2021-01-18,España,,Albacete,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,0,No,Si,Si,Hasta 300€,Primera residencia,Indiferente,1 mes
U-000268,2021-01-18,España,,El burgo culleredo la coruña,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Camarero,,30,Si,Si,No,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000269,2021-01-18,Latino América,,cordoba,No estoy en ninguna de esas situaciones,Enfermera responsable de cuidados generales,3 meses,"52 ,48,32,26,10 y 8",No,Si,Si,Hasta 300€,Primera residencia,Indiferente,6 meses
U-000270,2021-01-18,España,,Coslada,Tengo nacionalidad española / de un país de la UE / permiso de residencia,Administrativo,3 meses,"29, 10,8,3",Si,Si,No,Hasta 300€,Primera residencia,Indiferente,3 meses
